Ticket ID,Ticket Type,Ticket Priority,Ticket Status,Ticket Channel,Cluster,Country,Average_First_Response_Minutes,Customer Satisfaction Rating
7016,Product inquiry,Critical,Pending Customer Response,Social media,Product setup,USA,30,0.0
7017,Technical issue,Medium,Open,Chat,Hardware issue,Other,30,0.0
7018,Refund request,Low,Open,Social media,Product setup,USA,30,0.0
7019,Cancellation request,High,Closed,Chat,Account access,UK,30,1.0
7020,Billing inquiry,Critical,Pending Customer Response,Phone,Data loss,Germany,30,0.0
7021,Cancellation request,Low,Pending Customer Response,Phone,Refund request,UK,30,0.0
7022,Billing inquiry,Medium,Pending Customer Response,Phone,Account access,UK,30,0.0
7023,Technical issue,High,Pending Customer Response,Email,Display issue,Other,30,0.0
7024,Billing inquiry,Low,Pending Customer Response,Social media,Product setup,USA,30,0.0
7025,Cancellation request,Medium,Closed,Social media,Account access,UK,30,3.0
7026,Technical issue,Medium,Pending Customer Response,Social media,Data loss,Germany,30,0.0
7027,Technical issue,Critical,Closed,Email,Network problem,India,30,2.0
7028,Product inquiry,Critical,Open,Phone,Hardware issue,Other,30,0.0
7029,Technical issue,High,Closed,Phone,Account access,UK,30,1.0
7030,Billing inquiry,Critical,Closed,Phone,Refund request,UK,30,1.0
7031,Technical issue,Critical,Pending Customer Response,Email,Product compatibility,Other,30,0.0
7032,Cancellation request,Low,Pending Customer Response,Email,Account access,UK,30,0.0
7033,Refund request,Medium,Pending Customer Response,Chat,Data loss,Germany,30,0.0
7034,Product inquiry,Medium,Open,Email,Peripheral compatibility,Germany,30,0.0
7035,Technical issue,High,Pending Customer Response,Phone,Product setup,USA,30,0.0
7036,Cancellation request,Critical,Pending Customer Response,Chat,Installation support,USA,30,0.0
7037,Refund request,Medium,Open,Chat,Product setup,USA,30,0.0
7038,Refund request,High,Closed,Email,Delivery problem,Other,30,1.0
7039,Billing inquiry,Critical,Open,Chat,Software bug,Other,30,0.0
7040,Product inquiry,Critical,Closed,Social media,Product recommendation,Other,30,2.0
7041,Cancellation request,Critical,Open,Email,Display issue,Other,30,0.0
7042,Refund request,Low,Closed,Email,Refund request,UK,30,3.0
7043,Technical issue,Critical,Pending Customer Response,Social media,Hardware issue,Other,30,0.0
7044,Cancellation request,High,Pending Customer Response,Chat,Product compatibility,Other,30,0.0
7045,Technical issue,High,Open,Phone,Payment issue,UK,30,0.0
7046,Technical issue,Critical,Pending Customer Response,Social media,Display issue,Other,30,0.0
7047,Product inquiry,High,Open,Social media,Product recommendation,Other,30,0.0
7048,Refund request,High,Open,Email,Delivery problem,Other,30,0.0
7049,Billing inquiry,Medium,Pending Customer Response,Chat,Cancellation request,Other,30,0.0
7050,Billing inquiry,Critical,Open,Chat,Product compatibility,Other,30,0.0
7051,Cancellation request,Low,Pending Customer Response,Email,Refund request,UK,30,0.0
7052,Technical issue,High,Closed,Phone,Hardware issue,Other,30,3.0
7053,Cancellation request,Low,Pending Customer Response,Social media,Delivery problem,Other,30,0.0
7054,Refund request,Medium,Pending Customer Response,Phone,Product recommendation,Other,30,0.0
7055,Product inquiry,Low,Closed,Email,Product compatibility,Other,30,2.0
7056,Refund request,Low,Closed,Chat,Display issue,Other,30,5.0
7057,Cancellation request,Medium,Closed,Email,Network problem,India,30,5.0
7058,Cancellation request,High,Closed,Email,Delivery problem,Other,30,4.0
7059,Technical issue,High,Pending Customer Response,Chat,Refund request,UK,30,0.0
7060,Product inquiry,Critical,Open,Chat,Cancellation request,Other,30,0.0
7061,Billing inquiry,Low,Closed,Social media,Software bug,Other,30,3.0
7062,Cancellation request,Low,Pending Customer Response,Social media,Delivery problem,Other,30,0.0
7063,Refund request,Medium,Closed,Social media,Refund request,UK,30,5.0
7064,Refund request,High,Closed,Social media,Product compatibility,Other,30,4.0
7065,Technical issue,Critical,Closed,Phone,Display issue,Other,30,1.0
7066,Technical issue,High,Pending Customer Response,Phone,Product setup,USA,30,0.0
7067,Billing inquiry,Medium,Pending Customer Response,Social media,Payment issue,UK,30,0.0
7068,Product inquiry,Low,Pending Customer Response,Phone,Product setup,USA,30,0.0
7069,Product inquiry,Medium,Pending Customer Response,Email,Payment issue,UK,30,0.0
7070,Billing inquiry,Low,Open,Chat,Network problem,India,30,0.0
7071,Billing inquiry,Medium,Open,Phone,Peripheral compatibility,Germany,30,0.0
7072,Billing inquiry,Medium,Closed,Chat,Network problem,India,30,2.0
7073,Technical issue,Critical,Closed,Chat,Product compatibility,Other,30,5.0
7074,Refund request,Medium,Open,Phone,Product compatibility,Other,30,0.0
7075,Cancellation request,Medium,Pending Customer Response,Social media,Payment issue,UK,30,0.0
7076,Product inquiry,Low,Closed,Social media,Battery life,Japan,30,4.0
7077,Billing inquiry,Low,Pending Customer Response,Email,Hardware issue,Other,30,0.0
7078,Refund request,High,Pending Customer Response,Chat,Data loss,Germany,30,0.0
7079,Billing inquiry,High,Pending Customer Response,Chat,Product compatibility,Other,30,0.0
7080,Product inquiry,Medium,Closed,Phone,Software bug,Other,30,4.0
7081,Refund request,Medium,Open,Social media,Software bug,Other,30,0.0
7082,Technical issue,High,Open,Email,Product setup,USA,30,0.0
7083,Billing inquiry,High,Open,Phone,Data loss,Germany,30,0.0
7084,Product inquiry,High,Pending Customer Response,Phone,Installation support,USA,30,0.0
7085,Cancellation request,High,Open,Social media,Display issue,Other,30,0.0
7086,Technical issue,Low,Pending Customer Response,Chat,Network problem,India,30,0.0
7087,Technical issue,Low,Open,Social media,Payment issue,UK,30,0.0
7088,Refund request,Critical,Pending Customer Response,Social media,Product setup,USA,30,0.0
7089,Billing inquiry,Medium,Pending Customer Response,Phone,Software bug,Other,30,0.0
7090,Billing inquiry,High,Open,Social media,Data loss,Germany,30,0.0
7091,Refund request,Medium,Closed,Social media,Battery life,Japan,30,3.0
7092,Refund request,Low,Open,Social media,Hardware issue,Other,30,0.0
7093,Billing inquiry,Medium,Open,Phone,Refund request,UK,30,0.0
7094,Cancellation request,Low,Pending Customer Response,Phone,Refund request,UK,30,0.0
7095,Billing inquiry,Critical,Open,Email,Product setup,USA,30,0.0
7096,Billing inquiry,Medium,Closed,Email,Product setup,USA,30,5.0
7097,Technical issue,High,Closed,Social media,Product compatibility,Other,30,3.0
7098,Billing inquiry,High,Closed,Social media,Battery life,Japan,30,1.0
7099,Product inquiry,Low,Open,Email,Cancellation request,Other,30,0.0
7100,Refund request,Medium,Closed,Email,Installation support,USA,30,5.0
7101,Technical issue,Critical,Pending Customer Response,Email,Refund request,UK,30,0.0
7102,Refund request,High,Open,Chat,Data loss,Germany,30,0.0
7103,Billing inquiry,High,Closed,Chat,Refund request,UK,30,1.0
7104,Billing inquiry,Critical,Open,Chat,Delivery problem,Other,30,0.0
7105,Billing inquiry,Medium,Open,Social media,Peripheral compatibility,Germany,30,0.0
7106,Billing inquiry,Medium,Closed,Chat,Display issue,Other,30,4.0
7107,Billing inquiry,Medium,Closed,Phone,Product setup,USA,30,4.0
7108,Technical issue,High,Closed,Phone,Delivery problem,Other,30,3.0
7109,Product inquiry,Low,Closed,Chat,Battery life,Japan,30,4.0
7110,Product inquiry,Medium,Pending Customer Response,Email,Refund request,UK,30,0.0
7111,Product inquiry,Critical,Pending Customer Response,Social media,Refund request,UK,30,0.0
7112,Technical issue,Low,Closed,Chat,Delivery problem,Other,30,1.0
7113,Technical issue,Medium,Pending Customer Response,Email,Product compatibility,Other,30,0.0
7114,Billing inquiry,Medium,Pending Customer Response,Chat,Account access,UK,30,0.0
7115,Technical issue,Medium,Open,Social media,Payment issue,UK,30,0.0
7116,Technical issue,High,Closed,Phone,Product compatibility,Other,30,3.0
7117,Technical issue,Critical,Open,Social media,Data loss,Germany,30,0.0
7118,Refund request,Critical,Pending Customer Response,Phone,Product setup,USA,30,0.0
7119,Cancellation request,High,Closed,Social media,Battery life,Japan,30,1.0
7120,Refund request,Critical,Open,Phone,Product compatibility,Other,30,0.0
7121,Refund request,Low,Closed,Email,Display issue,Other,30,3.0
7122,Product inquiry,Critical,Closed,Chat,Peripheral compatibility,Germany,30,5.0
7123,Refund request,Critical,Open,Email,Payment issue,UK,30,0.0
7124,Technical issue,Critical,Closed,Social media,Product recommendation,Other,30,3.0
7125,Technical issue,Medium,Open,Chat,Network problem,India,30,0.0
7126,Refund request,Medium,Open,Social media,Refund request,UK,30,0.0
7127,Refund request,Medium,Closed,Social media,Product recommendation,Other,30,2.0
7128,Technical issue,Low,Closed,Phone,Account access,UK,30,5.0
7129,Billing inquiry,High,Pending Customer Response,Social media,Refund request,UK,30,0.0
7130,Cancellation request,High,Closed,Phone,Account access,UK,30,3.0
7131,Product inquiry,High,Open,Social media,Software bug,Other,30,0.0
7132,Refund request,Low,Closed,Chat,Delivery problem,Other,30,3.0
7133,Product inquiry,High,Pending Customer Response,Email,Refund request,UK,30,0.0
7134,Cancellation request,Medium,Open,Chat,Data loss,Germany,30,0.0
7135,Billing inquiry,Low,Pending Customer Response,Email,Installation support,USA,30,0.0
7136,Technical issue,Low,Closed,Social media,Refund request,UK,30,1.0
7137,Technical issue,Low,Closed,Social media,Product recommendation,Other,30,2.0
7138,Product inquiry,Medium,Open,Chat,Display issue,Other,30,0.0
7139,Billing inquiry,Low,Closed,Social media,Data loss,Germany,30,4.0
7140,Billing inquiry,Low,Pending Customer Response,Phone,Delivery problem,Other,30,0.0
7141,Product inquiry,Critical,Closed,Social media,Product setup,USA,30,3.0
7142,Technical issue,Medium,Closed,Chat,Display issue,Other,30,5.0
7143,Cancellation request,Critical,Closed,Email,Data loss,Germany,30,3.0
7144,Billing inquiry,Medium,Pending Customer Response,Social media,Cancellation request,Other,30,0.0
7145,Product inquiry,Low,Pending Customer Response,Social media,Peripheral compatibility,Germany,30,0.0
7146,Billing inquiry,Critical,Pending Customer Response,Social media,Cancellation request,Other,30,0.0
7147,Cancellation request,High,Open,Email,Cancellation request,Other,30,0.0
7148,Technical issue,Medium,Closed,Chat,Delivery problem,Other,30,3.0
7149,Billing inquiry,Low,Closed,Email,Refund request,UK,30,1.0
7150,Product inquiry,Medium,Closed,Chat,Refund request,UK,30,3.0
7151,Cancellation request,High,Open,Email,Product setup,USA,30,0.0
7152,Billing inquiry,Critical,Pending Customer Response,Social media,Refund request,UK,30,0.0
7153,Product inquiry,High,Closed,Phone,Network problem,India,30,4.0
7154,Product inquiry,Medium,Pending Customer Response,Chat,Product compatibility,Other,30,0.0
7155,Technical issue,Low,Pending Customer Response,Email,Hardware issue,Other,30,0.0
7156,Billing inquiry,High,Pending Customer Response,Email,Product setup,USA,30,0.0
7157,Product inquiry,High,Closed,Chat,Battery life,Japan,30,4.0
7158,Product inquiry,Medium,Closed,Phone,Account access,UK,30,5.0
7159,Refund request,Low,Open,Email,Hardware issue,Other,30,0.0
7160,Cancellation request,Medium,Pending Customer Response,Chat,Battery life,Japan,30,0.0
7161,Technical issue,Medium,Open,Phone,Software bug,Other,30,0.0
7162,Product inquiry,Low,Pending Customer Response,Social media,Data loss,Germany,30,0.0
7163,Cancellation request,Medium,Pending Customer Response,Phone,Display issue,Other,30,0.0
7164,Refund request,Low,Closed,Phone,Product recommendation,Other,30,5.0
7165,Refund request,High,Open,Email,Account access,UK,30,0.0
7166,Technical issue,Medium,Closed,Email,Data loss,Germany,30,3.0
7167,Billing inquiry,Low,Open,Phone,Software bug,Other,30,0.0
7168,Technical issue,Medium,Closed,Phone,Display issue,Other,30,3.0
7169,Technical issue,Critical,Open,Social media,Hardware issue,Other,30,0.0
7170,Cancellation request,High,Pending Customer Response,Social media,Battery life,Japan,30,0.0
7171,Billing inquiry,High,Pending Customer Response,Social media,Account access,UK,30,0.0
7172,Technical issue,High,Closed,Social media,Data loss,Germany,30,2.0
7173,Refund request,High,Open,Email,Account access,UK,30,0.0
7174,Cancellation request,Medium,Closed,Email,Installation support,USA,30,2.0
7175,Product inquiry,Low,Open,Phone,Account access,UK,30,0.0
7176,Product inquiry,Medium,Open,Chat,Software bug,Other,30,0.0
7177,Billing inquiry,Critical,Pending Customer Response,Email,Account access,UK,30,0.0
7178,Cancellation request,High,Open,Phone,Data loss,Germany,30,0.0
7179,Product inquiry,Low,Pending Customer Response,Social media,Hardware issue,Other,30,0.0
7180,Cancellation request,High,Pending Customer Response,Email,Battery life,Japan,30,0.0
7181,Billing inquiry,Low,Pending Customer Response,Phone,Software bug,Other,30,0.0
7182,Cancellation request,Critical,Pending Customer Response,Email,Hardware issue,Other,30,0.0
7183,Cancellation request,Medium,Closed,Email,Data loss,Germany,30,5.0
7184,Billing inquiry,Medium,Pending Customer Response,Social media,Peripheral compatibility,Germany,30,0.0
7185,Technical issue,Low,Pending Customer Response,Email,Refund request,UK,30,0.0
7186,Cancellation request,Critical,Pending Customer Response,Email,Data loss,Germany,30,0.0
7187,Product inquiry,High,Pending Customer Response,Phone,Peripheral compatibility,Germany,30,0.0
7188,Technical issue,Medium,Open,Social media,Installation support,USA,30,0.0
7189,Technical issue,High,Closed,Chat,Payment issue,UK,30,2.0
7190,Technical issue,Critical,Closed,Social media,Battery life,Japan,30,3.0
7191,Technical issue,Low,Pending Customer Response,Social media,Product compatibility,Other,30,0.0
7192,Refund request,Medium,Pending Customer Response,Chat,Display issue,Other,30,0.0
7193,Refund request,Medium,Closed,Chat,Installation support,USA,30,1.0
7194,Technical issue,High,Open,Chat,Payment issue,UK,30,0.0
7195,Billing inquiry,Critical,Closed,Chat,Peripheral compatibility,Germany,30,3.0
7196,Cancellation request,Low,Pending Customer Response,Chat,Product setup,USA,30,0.0
7197,Technical issue,Critical,Closed,Phone,Battery life,Japan,30,1.0
7198,Cancellation request,Medium,Closed,Email,Hardware issue,Other,30,1.0
7199,Product inquiry,Critical,Open,Email,Account access,UK,30,0.0
7200,Cancellation request,Critical,Closed,Social media,Account access,UK,30,3.0
7201,Product inquiry,Medium,Open,Email,Product compatibility,Other,30,0.0
7202,Billing inquiry,Critical,Closed,Chat,Product compatibility,Other,30,1.0
7203,Technical issue,Critical,Pending Customer Response,Email,Product recommendation,Other,30,0.0
7204,Refund request,Medium,Closed,Email,Network problem,India,30,3.0
7205,Billing inquiry,Critical,Open,Phone,Product compatibility,Other,30,0.0
7206,Product inquiry,Low,Pending Customer Response,Phone,Product recommendation,Other,30,0.0
7207,Cancellation request,Critical,Pending Customer Response,Email,Peripheral compatibility,Germany,30,0.0
7208,Billing inquiry,Medium,Pending Customer Response,Phone,Network problem,India,30,0.0
7209,Refund request,Low,Closed,Email,Data loss,Germany,30,5.0
7210,Cancellation request,Critical,Open,Email,Product setup,USA,30,0.0
7211,Cancellation request,Low,Pending Customer Response,Chat,Hardware issue,Other,30,0.0
7212,Billing inquiry,High,Open,Social media,Network problem,India,30,0.0
7213,Billing inquiry,Critical,Pending Customer Response,Chat,Hardware issue,Other,30,0.0
7214,Technical issue,High,Pending Customer Response,Phone,Refund request,UK,30,0.0
7215,Product inquiry,Low,Closed,Chat,Battery life,Japan,30,4.0
7216,Refund request,Low,Open,Email,Product recommendation,Other,30,0.0
7217,Technical issue,Low,Closed,Social media,Display issue,Other,30,5.0
7218,Product inquiry,Low,Pending Customer Response,Email,Product recommendation,Other,30,0.0
7219,Technical issue,Low,Pending Customer Response,Email,Software bug,Other,30,0.0
7220,Product inquiry,Low,Closed,Social media,Hardware issue,Other,30,1.0
7221,Refund request,Low,Closed,Phone,Hardware issue,Other,30,4.0
7222,Product inquiry,High,Open,Phone,Product compatibility,Other,30,0.0
7223,Billing inquiry,Critical,Closed,Chat,Software bug,Other,30,2.0
7224,Billing inquiry,Low,Open,Phone,Data loss,Germany,30,0.0
7225,Cancellation request,Critical,Open,Chat,Data loss,Germany,30,0.0
7226,Cancellation request,Low,Open,Email,Cancellation request,Other,30,0.0
7227,Product inquiry,High,Pending Customer Response,Phone,Payment issue,UK,30,0.0
7228,Cancellation request,High,Open,Social media,Delivery problem,Other,30,0.0
7229,Product inquiry,High,Open,Social media,Cancellation request,Other,30,0.0
7230,Product inquiry,High,Open,Social media,Software bug,Other,30,0.0
7231,Product inquiry,Medium,Open,Email,Data loss,Germany,30,0.0
7232,Refund request,High,Pending Customer Response,Social media,Account access,UK,30,0.0
7233,Product inquiry,Medium,Open,Email,Account access,UK,30,0.0
7234,Product inquiry,High,Pending Customer Response,Email,Product compatibility,Other,30,0.0
7235,Technical issue,Medium,Open,Chat,Data loss,Germany,30,0.0
7236,Cancellation request,Low,Open,Phone,Peripheral compatibility,Germany,30,0.0
7237,Product inquiry,Critical,Closed,Phone,Network problem,India,30,5.0
7238,Refund request,High,Pending Customer Response,Social media,Software bug,Other,30,0.0
7239,Billing inquiry,Medium,Closed,Social media,Product compatibility,Other,30,4.0
7240,Product inquiry,High,Open,Social media,Data loss,Germany,30,0.0
7241,Cancellation request,Critical,Closed,Social media,Payment issue,UK,30,5.0
7242,Cancellation request,High,Open,Social media,Battery life,Japan,30,0.0
7243,Cancellation request,Medium,Pending Customer Response,Email,Data loss,Germany,30,0.0
7244,Cancellation request,Critical,Pending Customer Response,Social media,Hardware issue,Other,30,0.0
7245,Product inquiry,Critical,Closed,Social media,Delivery problem,Other,30,2.0
7246,Cancellation request,Medium,Pending Customer Response,Social media,Product setup,USA,30,0.0
7247,Billing inquiry,Critical,Open,Social media,Installation support,USA,30,0.0
7248,Refund request,Low,Pending Customer Response,Email,Product recommendation,Other,30,0.0
7249,Refund request,Medium,Closed,Phone,Refund request,UK,30,4.0
7250,Billing inquiry,High,Open,Phone,Installation support,USA,30,0.0
7251,Billing inquiry,High,Pending Customer Response,Social media,Account access,UK,30,0.0
7252,Cancellation request,Critical,Pending Customer Response,Email,Account access,UK,30,0.0
7253,Billing inquiry,High,Open,Phone,Peripheral compatibility,Germany,30,0.0
7254,Product inquiry,Medium,Open,Chat,Refund request,UK,30,0.0
7255,Technical issue,Critical,Open,Social media,Hardware issue,Other,30,0.0
7256,Product inquiry,Critical,Open,Phone,Software bug,Other,30,0.0
7257,Billing inquiry,Low,Open,Social media,Product compatibility,Other,30,0.0
7258,Cancellation request,Medium,Open,Social media,Installation support,USA,30,0.0
7259,Billing inquiry,Critical,Open,Email,Refund request,UK,30,0.0
7260,Cancellation request,High,Open,Chat,Software bug,Other,30,0.0
7261,Billing inquiry,High,Pending Customer Response,Email,Refund request,UK,30,0.0
7262,Billing inquiry,Critical,Pending Customer Response,Social media,Data loss,Germany,30,0.0
7263,Refund request,High,Open,Chat,Display issue,Other,30,0.0
7264,Product inquiry,Critical,Closed,Phone,Cancellation request,Other,30,2.0
7265,Billing inquiry,Low,Pending Customer Response,Email,Display issue,Other,30,0.0
7266,Technical issue,Critical,Closed,Phone,Delivery problem,Other,30,3.0
7267,Product inquiry,Critical,Pending Customer Response,Email,Account access,UK,30,0.0
7268,Billing inquiry,Medium,Pending Customer Response,Chat,Battery life,Japan,30,0.0
7269,Product inquiry,High,Pending Customer Response,Phone,Hardware issue,Other,30,0.0
7270,Refund request,Low,Pending Customer Response,Phone,Delivery problem,Other,30,0.0
7271,Product inquiry,High,Pending Customer Response,Email,Display issue,Other,30,0.0
7272,Product inquiry,Medium,Open,Chat,Refund request,UK,30,0.0
7273,Cancellation request,High,Pending Customer Response,Social media,Payment issue,UK,30,0.0
7274,Refund request,Low,Pending Customer Response,Chat,Battery life,Japan,30,0.0
7275,Cancellation request,Critical,Pending Customer Response,Email,Installation support,USA,30,0.0
7276,Billing inquiry,Medium,Pending Customer Response,Chat,Account access,UK,30,0.0
7277,Refund request,Critical,Pending Customer Response,Chat,Product recommendation,Other,30,0.0
7278,Cancellation request,Low,Open,Phone,Installation support,USA,30,0.0
7279,Refund request,Medium,Pending Customer Response,Chat,Data loss,Germany,30,0.0
7280,Refund request,High,Closed,Chat,Payment issue,UK,30,1.0
7281,Cancellation request,High,Closed,Chat,Refund request,UK,30,5.0
7282,Cancellation request,Medium,Open,Phone,Product recommendation,Other,30,0.0
7283,Billing inquiry,High,Pending Customer Response,Chat,Software bug,Other,30,0.0
7284,Billing inquiry,Low,Open,Social media,Cancellation request,Other,30,0.0
7285,Refund request,Medium,Closed,Chat,Battery life,Japan,30,5.0
7286,Cancellation request,Critical,Open,Chat,Installation support,USA,30,0.0
7287,Product inquiry,Medium,Pending Customer Response,Email,Software bug,Other,30,0.0
7288,Refund request,Critical,Pending Customer Response,Email,Refund request,UK,30,0.0
7289,Cancellation request,Medium,Pending Customer Response,Phone,Battery life,Japan,30,0.0
7290,Billing inquiry,High,Pending Customer Response,Social media,Data loss,Germany,30,0.0
7291,Billing inquiry,Medium,Open,Chat,Software bug,Other,30,0.0
7292,Refund request,Low,Pending Customer Response,Social media,Payment issue,UK,30,0.0
7293,Technical issue,Critical,Pending Customer Response,Chat,Display issue,Other,30,0.0
7294,Billing inquiry,Low,Open,Social media,Payment issue,UK,30,0.0
7295,Product inquiry,Medium,Open,Chat,Cancellation request,Other,30,0.0
7296,Technical issue,Critical,Pending Customer Response,Social media,Installation support,USA,30,0.0
7297,Refund request,Medium,Closed,Chat,Hardware issue,Other,30,1.0
7298,Billing inquiry,High,Open,Email,Delivery problem,Other,30,0.0
7299,Cancellation request,High,Open,Chat,Product compatibility,Other,30,0.0
7300,Refund request,Low,Closed,Email,Product setup,USA,30,4.0
7301,Product inquiry,High,Pending Customer Response,Phone,Installation support,USA,30,0.0
7302,Technical issue,Critical,Closed,Email,Hardware issue,Other,30,4.0
7303,Billing inquiry,Medium,Closed,Phone,Cancellation request,Other,30,1.0
7304,Product inquiry,High,Pending Customer Response,Email,Refund request,UK,30,0.0
7305,Refund request,Medium,Pending Customer Response,Chat,Product compatibility,Other,30,0.0
7306,Cancellation request,High,Open,Social media,Refund request,UK,30,0.0
7307,Billing inquiry,Low,Open,Social media,Account access,UK,30,0.0
7308,Cancellation request,Critical,Pending Customer Response,Phone,Battery life,Japan,30,0.0
7309,Product inquiry,High,Pending Customer Response,Chat,Network problem,India,30,0.0
7310,Cancellation request,Low,Closed,Social media,Software bug,Other,30,4.0
7311,Cancellation request,Low,Pending Customer Response,Email,Software bug,Other,30,0.0
7312,Cancellation request,Medium,Pending Customer Response,Chat,Delivery problem,Other,30,0.0
7313,Billing inquiry,Low,Open,Email,Product compatibility,Other,30,0.0
7314,Product inquiry,Critical,Pending Customer Response,Chat,Delivery problem,Other,30,0.0
7315,Refund request,Medium,Closed,Chat,Product compatibility,Other,30,3.0
7316,Refund request,Low,Pending Customer Response,Email,Payment issue,UK,30,0.0
7317,Product inquiry,Critical,Pending Customer Response,Email,Refund request,UK,30,0.0
7318,Product inquiry,High,Closed,Phone,Hardware issue,Other,30,1.0
7319,Product inquiry,Critical,Closed,Phone,Product recommendation,Other,30,2.0
7320,Refund request,High,Closed,Social media,Battery life,Japan,30,4.0
7321,Product inquiry,Low,Open,Email,Product compatibility,Other,30,0.0
7322,Refund request,Low,Open,Phone,Payment issue,UK,30,0.0
7323,Billing inquiry,Low,Pending Customer Response,Chat,Delivery problem,Other,30,0.0
7324,Technical issue,Medium,Pending Customer Response,Email,Delivery problem,Other,30,0.0
7325,Technical issue,Low,Closed,Chat,Account access,UK,30,4.0
7326,Product inquiry,Critical,Closed,Social media,Product setup,USA,30,2.0
7327,Cancellation request,Critical,Closed,Email,Network problem,India,30,4.0
7328,Billing inquiry,Critical,Closed,Email,Product recommendation,Other,30,1.0
7329,Technical issue,Low,Closed,Email,Account access,UK,30,1.0
7330,Cancellation request,Critical,Pending Customer Response,Email,Payment issue,UK,30,0.0
7331,Billing inquiry,Critical,Closed,Phone,Payment issue,UK,30,2.0
7332,Billing inquiry,Low,Closed,Social media,Network problem,India,30,2.0
7333,Refund request,Critical,Closed,Email,Account access,UK,30,5.0
7334,Technical issue,Low,Closed,Chat,Product recommendation,Other,30,3.0
7335,Product inquiry,High,Closed,Phone,Battery life,Japan,30,4.0
7336,Product inquiry,Medium,Open,Email,Display issue,Other,30,0.0
7337,Billing inquiry,Medium,Pending Customer Response,Email,Payment issue,UK,30,0.0
7338,Product inquiry,Medium,Open,Chat,Network problem,India,30,0.0
7339,Refund request,Medium,Pending Customer Response,Email,Display issue,Other,30,0.0
7340,Cancellation request,Critical,Closed,Email,Product recommendation,Other,30,3.0
7341,Technical issue,Low,Closed,Chat,Cancellation request,Other,30,1.0
7342,Billing inquiry,Critical,Closed,Phone,Display issue,Other,30,5.0
7343,Refund request,Low,Closed,Email,Cancellation request,Other,30,5.0
7344,Technical issue,High,Open,Email,Installation support,USA,30,0.0
7345,Product inquiry,Critical,Pending Customer Response,Email,Account access,UK,30,0.0
7346,Product inquiry,High,Pending Customer Response,Chat,Installation support,USA,30,0.0
7347,Refund request,Critical,Open,Chat,Network problem,India,30,0.0
7348,Technical issue,Critical,Pending Customer Response,Social media,Data loss,Germany,30,0.0
7349,Product inquiry,High,Open,Chat,Product compatibility,Other,30,0.0
7350,Billing inquiry,High,Closed,Phone,Installation support,USA,30,5.0
7351,Billing inquiry,High,Closed,Social media,Display issue,Other,30,4.0
7352,Product inquiry,Medium,Pending Customer Response,Chat,Data loss,Germany,30,0.0
7353,Cancellation request,Low,Open,Phone,Battery life,Japan,30,0.0
7354,Refund request,Medium,Pending Customer Response,Phone,Data loss,Germany,30,0.0
7355,Product inquiry,High,Open,Email,Software bug,Other,30,0.0
7356,Billing inquiry,Low,Open,Chat,Account access,UK,30,0.0
7357,Billing inquiry,Low,Closed,Social media,Product setup,USA,30,5.0
7358,Product inquiry,High,Open,Social media,Payment issue,UK,30,0.0
7359,Billing inquiry,Medium,Closed,Phone,Battery life,Japan,30,1.0
7360,Cancellation request,Low,Closed,Email,Product setup,USA,30,3.0
7361,Cancellation request,Low,Pending Customer Response,Social media,Product recommendation,Other,30,0.0
7362,Refund request,Low,Open,Phone,Cancellation request,Other,30,0.0
7363,Cancellation request,Low,Open,Chat,Account access,UK,30,0.0
7364,Refund request,High,Open,Chat,Delivery problem,Other,30,0.0
7365,Refund request,Low,Pending Customer Response,Email,Software bug,Other,30,0.0
7366,Billing inquiry,Critical,Closed,Phone,Network problem,India,30,1.0
7367,Refund request,Medium,Pending Customer Response,Social media,Hardware issue,Other,30,0.0
7368,Technical issue,Critical,Pending Customer Response,Chat,Network problem,India,30,0.0
7369,Cancellation request,Low,Open,Social media,Installation support,USA,30,0.0
7370,Refund request,High,Open,Phone,Installation support,USA,30,0.0
7371,Cancellation request,Low,Closed,Social media,Payment issue,UK,30,5.0
7372,Refund request,Critical,Closed,Social media,Installation support,USA,30,5.0
7373,Product inquiry,Critical,Open,Email,Product compatibility,Other,30,0.0
7374,Refund request,High,Closed,Email,Product setup,USA,30,5.0
7375,Cancellation request,Low,Closed,Social media,Delivery problem,Other,30,1.0
7376,Billing inquiry,Low,Pending Customer Response,Chat,Display issue,Other,30,0.0
7377,Cancellation request,Medium,Open,Social media,Software bug,Other,30,0.0
7378,Refund request,Critical,Closed,Chat,Product setup,USA,30,4.0
7379,Billing inquiry,Medium,Pending Customer Response,Phone,Cancellation request,Other,30,0.0
7380,Product inquiry,Medium,Pending Customer Response,Phone,Account access,UK,30,0.0
7381,Billing inquiry,High,Open,Phone,Refund request,UK,30,0.0
7382,Cancellation request,Critical,Pending Customer Response,Phone,Account access,UK,30,0.0
7383,Technical issue,Medium,Pending Customer Response,Social media,Cancellation request,Other,30,0.0
7384,Billing inquiry,Medium,Open,Phone,Product compatibility,Other,30,0.0
7385,Technical issue,High,Pending Customer Response,Email,Product setup,USA,30,0.0
7386,Technical issue,Low,Open,Phone,Cancellation request,Other,30,0.0
7387,Product inquiry,High,Closed,Email,Refund request,UK,30,5.0
7388,Product inquiry,Medium,Closed,Chat,Battery life,Japan,30,3.0
7389,Billing inquiry,High,Closed,Email,Product recommendation,Other,30,5.0
7390,Product inquiry,Critical,Closed,Chat,Refund request,UK,30,4.0
